0,book,0,10,《别告诉我你懂ppt》
0,book,0,0,《
0,book,24,31,《让营销更性感》
0,position,33,34,作者
0,name,35,36,李治
0,name,38,40,liz
0,book,58,68,《别告诉我你懂ppt》
1,position,3,19,河南珍宝艺术文物书画司法鉴定所所长
1,position,21,33,国家文物艺术品司法鉴定专家
1,position,35,44,河南省现代艺术院院长
1,position,58,60,书画家
2,scene,3,5,长滩岛
3,position,63,64,作家
3,name,65,67,李惟七
3,book,73,78,《天下不帅》
3,book,79,84,《以貌娶人》
4,position,0,9,网络媒体人导演摄影师
4,position,67,83,gzipp广告专业摄影师委员会会员
4,name,84,86,林肇生
4,position,92,99,首席技术官cto
5,position,0,49,中国书法家协会会员北京书法家协会理事北[UNK]篆刻委员会委员中国佛教书画院院士中国美术家电视台书画院付院长
5,position,64,68,艺术总监n
5,position,70,70,中
5,position,76,80,书法篆刻家
5,position,82,90,中国书法家协会会员
6,position,22,23,教授
6,position,25,25,人
6,position,28,32,高研班导师
6,position,34,42,陕西唐人书画院院长
6,name,70,71,孙光
6,position,73,82,中国美协培训中心特聘
6,position,83,84,教授
6,position,86,94,陕西唐人书画院院长
6,position,96,106,中国意彩仕女画派创始人
7,name,5,5,小
7,position,66,68,小画家
7,organization,86,86,村
8,company,4,12,重庆君融律师事务所
8,position,8,9,律师
8,name,15,16,董浩
8,government,49,51,人居委
8,government,53,55,乌审旗
8,government,72,83,武汉市国土房产局二级单位
8,government,84,94,武汉市国土房产测绘中心
8,book,98,98,长
8,name,112,115,纳博科夫
8,movie,117,121,《洛丽塔》
8,movie,125,125,《
8,address,135,136,香港
9,position,39,40,教师
10,position,12,16,职业经理人
10,position,25,25,佛
10,scene,38,41,香格里拉
11,address,19,22,金贸中心
12,organization,0,7,美国项目管理协会
12,position,14,25,全国房地产经理人联盟理事
12,position,58,67,资深项目管理专家顾问
12,name,68,70,兰国胜
13,position,0,3,香港演員
13,name,4,6,朱咪咪
13,name,25,27,鐘志佳
13,position,49,52,香港演员
13,name,53,55,朱咪咪
13,movie,60,65,《陀枪师姐》
13,movie,67,74,《金装四大才子》
14,movie,28,28,抹
14,movie,36,39,家遇房小
14,movie,41,43,女人的
14,name,50,51,童仝
15,position,0,8,台湾影视歌三栖艺人
15,movie,10,10,《
15,movie,21,21,《
15,name,50,50,吕
16,book,56,61,每日经济新闻
16,position,64,64,行
16,position,67,68,记者
17,position,6,8,董事长
17,book,10,19,《中国地产》http
17,company,55,62,北京时间传媒公司
17,position,63,67,执行董事、
18,position,55,55,內
19,address,6,7,加拿
19,name,11,12,乔尔
19,game,48,58,kinect体感运动会
20,position,15,16,舞者
20,position,18,21,談判專家
21,position,0,0,东
21,position,12,21,成都徐悲鸿画院秘书长
21,position,23,30,中华全国青联委员
21,address,56,58,维也纳
21,position,72,82,国家一级演员青年歌唱家
22,game,2,7,《魔兽世界》
22,name,23,25,雅各布
22,organization,46,47,仙奴
22,organization,59,60,意甲
22,position,108,109,画家
23,name,15,17,陆俨少
23,book,25,30,《雁荡瀑布》
23,government,70,75,最高人民法院
23,address,203,204,泗水
24,organization,0,11,中国国际象棋协会(cca
24,organization,42,46,chess
24,organization,55,65,中国国际象棋协会常青藤
25,position,63,65,管理者
25,organization,71,79,国家行政学院进修部
25,position,83,85,副处长
26,position,0,1,80
26,position,6,12,广东省作协会员
26,movie,17,25,《假如不曾说再见》
26,movie,27,31,《我的世界
26,book,39,45,《六月的青橙》
26,movie,61,69,《尼姑庵里的爱情》
26,position,72,73,作家
26,book,75,81,《六月的青橙》
27,company,71,80,上海泓盛拍卖有限公司
29,organization,5,6,拜仁
29,organization,5,6,拜仁
29,position,41,53,中国传统文化促进会副秘书长
29,position,55,65,中国风水策划院执行院长
29,position,67,77,中华周易研究会副会长兼
29,position,78,80,秘书长
29,position,86,87,记者
29,name,88,89,马力
29,position,106,108,大学生
29,game,124,131,《水晶骷髅王国》
30,movie,3,10,《那些年那些事》
30,movie,11,16,《完美丈夫》
30,name,17,19,钟汉良
30,movie,21,27,《天涯明月刀》
30,movie,28,32,《胜利者》
30,name,33,35,吴奇隆
30,movie,37,44,《新白发魔女传》
30,position,46,49,制片主任
30,movie,54,62,《那些年，那些事》
30,movie,63,68,《完美丈夫》
30,movie,69,75,《天涯明月刀》
30,position,77,80,制片主任
31,name,42,43,st
31,position,58,59,作家
31,position,61,62,编剧
31,movie,67,74,《后宫·甄嬛传》
32,book,15,18,《號外》
32,position,21,22,主編
32,book,26,32,《聲音與憤怒》
32,book,34,40,《時代的噪音》
32,book,34,34,《
32,position,69,73,台湾作家、
33,position,33,37,篮球运动员
33,position,39,45,粤语节目主持人
33,address,50,50,广
34,organization,0,38,lionsclubinternational国际狮子会d385区北京希望服务队
34,position,52,52,副
35,company,83,98,河南华豫兄弟动画影视制作有限公司
35,position,99,99,执
36,name,0,2,邵中革
36,government,8,16,灵宝公安局故县分局
36,position,17,17,主
36,position,21,23,副局长
36,organization,31,38,洛阳人民警察学校
36,address,74,83,河南省三门峡市灵宝市
36,position,84,85,民警
37,position,11,15,酒店摄影师
37,position,31,31,时
37,name,73,73,毛
38,company,13,16,砚峰书院
38,company,65,68,正大集团
38,position,69,71,副总裁
39,game,1,2,魔兽
40,name,0,1,汪洋
40,position,3,6,旅美作家
40,position,8,15,中国作家协会会员
40,position,17,23,鲁院高研班学员
40,government,39,39,美
41,position,2,2,日
41,name,9,10,麗華
41,organization,53,53,日
41,name,69,70,愛華
41,name,71,72,si
41,name,78,79,麗華
41,name,81,82,蒼一
42,position,16,18,教授～
42,position,19,27,中國美術家協會會員
42,organization,29,32,北京大學
42,organization,44,49,中央美術学院
42,organization,59,66,河北省國画研究院
42,position,67,69,研究員
42,name,71,73,白联晟
42,position,91,92,教授
43,position,5,6,声优
43,position,13,17,coser
43,position,43,53,cosplay媒体策划
43,company,55,57,apt
43,position,86,97,cosplay媒体策划人
44,company,41,50,北京华狮电影娱乐公司
45,position,0,4,coser
45,position,6,7,平面
45,position,9,10,主持
45,organization,1,2,os
45,organization,70,71,cj
46,movie,6,6,《
46,movie,64,68,《十三钗》
47,address,49,51,北京市
47,government,65,68,市住建委
47,position,69,73,新闻发言人
47,name,74,76,徐志军
47,game,105,109,《仙剑5》
47,government,123,124,央行
47,company,170,175,工行纽约分行
48,government,0,8,扬州市宝应县公安局
48,position,9,12,法制民警
48,government,57,68,扬州市宝应县公安局法制科
48,position,69,70,民警
48,name,71,71,乔
49,position,41,43,代言人
49,government,66,73,嘉兴市环境保护局
49,position,74,78,副处调研员
50,government,4,8,英龙警务室
50,government,70,82,福建莆田市公安局镇海派出所
50,position,83,84,民警
51,company,2,5,华润置地
51,company,18,26,北京）股份有限公司
51,position,27,30,营销经理
51,name,31,32,马?
51,game,50,51,魔兽
51,company,62,68,招行信用卡中心
51,position,69,69,工
51,position,77,78,记者
51,company,80,81,招行
51,game,116,120,星际争霸2
52,game,12,21,《电子世界争霸战2》
53,company,4,8,农村信用社
54,position,0,0,专
54,company,10,13,银联商务
54,position,23,24,常委
54,position,26,30,常务副市长
54,name,31,33,苏泽群
54,address,47,48,广州
55,organization,3,4,香港
55,movie,0,-1,[UNK]
55,movie,22,28,東山飄雨西關情
55,movie,0,-1,[UNK]
55,movie,0,-1,[UNK]
56,organization,3,9,长春市集邮协会
56,position,17,18,记者
57,organization,8,10,克拉科
58,game,5,12,《暗黑破坏神3》
58,company,43,46,花旗银行
58,company,55,58,中国银行
58,address,61,62,香港
59,movie,37,42,《半步天涯》
59,movie,44,48,《去爱吧》
59,position,52,53,作家
59,movie,60,65,《半步天涯》
59,movie,67,71,《去爱吧》
59,movie,73,78,《临界爱情》
60,position,58,67,四川省摄影家协会会员
60,company,69,78,景谷文化传播有限公司
60,company,80,86,中国摄影旅游网
60,position,87,89,负责人
61,company,50,59,上海实业城市开发集团
62,movie,51,56,《生化危机》
62,movie,62,68,《生化危机4》
62,address,92,93,北京
62,address,95,96,上海
62,address,98,99,广州
62,address,101,102,成都
63,name,6,8,馬念先
63,position,15,16,主唱
63,position,18,18,海
63,position,27,27,王
63,position,33,35,主持人
63,position,73,79,台灣知名歌手&
63,position,80,82,演員&
64,position,5,6,教主
64,movie,61,66,《半盏孤灯〉
64,movie,67,71,《路之遥〉
65,name,14,15,尧尧
65,name,17,18,健次
65,name,20,21,王浩
65,name,23,24,约翰
65,name,26,27,小鑫
65,name,43,43,刘
65,organization,84,86,mic
67,name,0,1,梁涛
67,position,22,40,新疆维吾尔自治区文物古迹保护中心主任、
67,position,41,42,书记
67,position,71,72,书记
68,position,13,25,中国美协中国画艺委会副主任
68,position,27,36,中国美协河山画会会长
68,position,38,51,李可染艺术基金会名誉副理事长
68,position,53,64,中国国家画院国画院副院长
68,position,66,78,中国美协中国画艺委会副主任
69,name,28,28,阿
69,position,63,64,歌手
70,position,0,6,清华大学副教授
70,position,45,48,机器学习
70,position,54,60,清华大学副教授
70,position,62,74,arnetminer创始人
71,movie,28,34,《中国兄弟连》
71,movie,35,40,《中国骑兵》
71,movie,41,46,《抗日奇侠》
71,name,58,59,水鸿
71,position,72,73,演员
72,company,24,25,翼图
72,position,64,67,执行总监
72,position,69,74,star总监
72,position,76,77,ds
73,address,20,26,海南省五指山市
73,position,62,68,五指山市志愿者
74,address,1,1,韩
74,name,20,25,grubby
74,movie,31,35,《阿凡龙》
75,position,0,0,法
75,address,4,8,喜马拉雅山
75,address,21,21,印
75,name,79,80,嘉旺
76,company,0,12,营口瑞祥徳食品工业有限公司
76,position,29,42,董事长营口房地产中介协会会长
76,company,59,69,立信房地产顾问有限公司
77,movie,40,48,《黑帮有个好莱坞》
77,name,49,51,秦尊文
77,scene,95,97,世博园
77,scene,127,129,世博园
78,name,2,3,威威
78,name,12,13,莉莉
78,movie,31,34,天天有喜
78,movie,36,39,深宮諜影
78,movie,41,44,女人天下
78,movie,46,49,末代皇帝
78,movie,51,54,活佛济公
78,movie,56,56,女
78,position,72,73,演员
78,name,74,76,陈威翰
78,position,78,81,知名艺人
78,movie,87,94,＜兔儿神弄姻缘＞
79,position,0,0,爱
79,book,10,14,《睿财经》
79,position,15,16,主编
79,book,10,10,《
80,position,2,5,动画编剧
80,movie,9,14,《欢乐之城》
80,movie,15,21,《神奇愿望岛》
80,movie,22,30,《小虫虫有大智慧》
80,position,59,60,编剧
80,name,61,62,郭延
80,movie,66,73,《憨八龟的故事》
80,movie,81,85,《彩之南》
80,organization,88,88,央
81,organization,0,5,杭州304社
81,position,13,19,楼兰摄影工作室
81,position,20,23,摄影总监
81,address,52,53,杭州
81,address,78,78,杭
82,position,5,7,摄影师
82,position,8,12,广告制片人
82,position,16,16,旅
82,position,82,84,摄影师
83,address,10,13,运河新城
83,address,15,16,宜居
83,address,20,20,浙
83,address,28,28,泗
84,name,2,4,柯英豪
84,address,8,17,美国南部的德克萨斯州
84,position,21,32,美国驻华大使馆新闻发言人
84,position,50,61,美国驻华大使馆新闻发言人
84,name,62,64,柯英豪
84,name,66,79,nolanbarkhouse
85,organization,0,1,三星
85,game,22,22,：
85,game,23,26,指环王》
86,position,60,62,佛光山
87,name,0,2,黄庭坚
87,book,10,14,《洛神赋》
87,name,39,40,张旭
87,address,50,51,国贸
87,government,63,73,美国航空航天局nasa
88,organization,0,8,全国体育舞蹈锦标赛
88,organization,95,95,全
89,position,0,9,香港電影美術學會會員
89,movie,25,45,蘭陵王絶愛之城烽火佳人少年四大名捕大漢情緣
89,name,46,47,陸貞
89,position,55,64,香港电影美术学会会员
89,movie,68,77,《狄仁杰之通天帝国》
89,movie,79,84,《遍地狼烟》
89,movie,89,94,《宫锁珠帘》
90,company,0,1,雅昌
90,name,6,8,张国辉
90,position,45,49,书画篆刻家
90,position,51,59,北京永昌美术馆馆长
91,organization,0,1,国米
91,organization,6,7,罗马
91,name,9,12,莫里尼奥
92,name,15,15,坚
92,address,65,65,i
92,address,67,70,yoho
92,organization,90,90,另
93,book,30,30,《
93,position,68,74,儿童歌曲创作人
94,book,0,4,《华尔街》
